    0 val 1:10.84957 | 2:10.85946 | 3:10.83371
 7593 train 1:3.66983 | 2:5.17836 | 3:6.00234
 7594 train 1:3.68395 | 2:5.03203 | 3:5.77155
 7595 train 1:3.71337 | 2:5.04535 | 3:5.78582
 7596 train 1:3.45961 | 2:4.82583 | 3:5.62112
 7597 train 1:3.35416 | 2:4.81380 | 3:5.65443
 7598 train 1:3.51027 | 2:4.94741 | 3:5.75251
 7599 train 1:3.52742 | 2:4.97381 | 3:5.76401
 7600 train 1:3.60339 | 2:5.01891 | 3:5.82445
 7601 train 1:3.29852 | 2:4.68062 | 3:5.47805
 7602 train 1:3.58584 | 2:5.05514 | 3:5.85032
 7603 train 1:3.67222 | 2:5.06810 | 3:5.83521
 7604 train 1:3.37733 | 2:4.80809 | 3:5.64684
 7605 train 1:3.70837 | 2:5.12590 | 3:5.88738
 7606 train 1:3.67713 | 2:5.09582 | 3:5.86531
 7607 train 1:3.62336 | 2:5.11262 | 3:5.90890
 7608 train 1:3.42192 | 2:4.86375 | 3:5.66519
 7609 train 1:3.52280 | 2:4.94316 | 3:5.69221
 7610 train 1:3.39665 | 2:4.58307 | 3:5.30531
 7611 train 1:3.38005 | 2:4.78917 | 3:5.58940
 7612 train 1:3.65991 | 2:5.13007 | 3:5.93359
 7613 train 1:3.57264 | 2:5.04022 | 3:5.84069
 7614 train 1:3.39674 | 2:4.82528 | 3:5.61781
 7615 train 1:3.35980 | 2:4.78524 | 3:5.60805
 7616 train 1:3.49324 | 2:4.82492 | 3:5.58793
 7617 train 1:3.74724 | 2:5.16653 | 3:5.91403
 7618 train 1:3.50523 | 2:4.91081 | 3:5.73213
 7619 train 1:3.37857 | 2:4.81518 | 3:5.63805
 7620 train 1:3.41739 | 2:4.83003 | 3:5.62150
 7621 train 1:3.35843 | 2:4.78537 | 3:5.62687
 7622 train 1:3.55550 | 2:5.02229 | 3:5.83827
 7623 train 1:3.17872 | 2:4.60534 | 3:5.47582
 7624 train 1:3.45772 | 2:4.89176 | 3:5.69436
 7625 train 1:3.65430 | 2:5.03847 | 3:5.83603
 7626 train 1:3.63071 | 2:5.08263 | 3:5.85136
 7627 train 1:3.69457 | 2:5.20071 | 3:5.99376
 7628 train 1:3.52758 | 2:4.98762 | 3:5.80890
 7629 train 1:3.57868 | 2:5.06788 | 3:5.87074
 7630 train 1:3.23470 | 2:4.66006 | 3:5.50575
 7631 train 1:3.62670 | 2:5.04926 | 3:5.82731
 7632 train 1:3.87575 | 2:5.35240 | 3:6.04459
 7633 train 1:3.51022 | 2:4.98438 | 3:5.79259
 7634 train 1:3.65471 | 2:5.12681 | 3:5.94254
 7635 train 1:3.51295 | 2:4.90306 | 3:5.65856
 7636 train 1:3.44026 | 2:4.86857 | 3:5.68502
 7637 train 1:3.34420 | 2:4.80102 | 3:5.65435
 7638 train 1:3.77104 | 2:5.13596 | 3:5.84009
 7639 train 1:3.50242 | 2:4.91507 | 3:5.69980
 7640 train 1:3.48376 | 2:4.98779 | 3:5.80395
 7641 train 1:3.61520 | 2:5.06130 | 3:5.83103
 7642 train 1:3.82107 | 2:5.30971 | 3:6.06869
 7643 train 1:3.33744 | 2:4.66008 | 3:5.43752
 7644 train 1:3.55302 | 2:4.97052 | 3:5.79881
 7645 train 1:3.28227 | 2:4.71954 | 3:5.54400
 7646 train 1:3.45756 | 2:4.91727 | 3:5.73699
 7647 train 1:3.64441 | 2:5.07865 | 3:5.88682
 7648 train 1:3.31814 | 2:4.68979 | 3:5.47287
 7649 train 1:3.45125 | 2:4.77416 | 3:5.53649
 7650 train 1:3.55935 | 2:4.98356 | 3:5.78945
 7651 train 1:3.57962 | 2:5.01234 | 3:5.81855
 7652 train 1:3.40497 | 2:4.74623 | 3:5.55920
 7653 train 1:3.48880 | 2:4.88182 | 3:5.65540
 7654 train 1:3.54304 | 2:4.98524 | 3:5.79829
 7655 train 1:3.45032 | 2:4.86420 | 3:5.65098
 7656 train 1:3.50175 | 2:4.89127 | 3:5.67158
 7657 train 1:3.63124 | 2:5.11406 | 3:5.89684
 7658 train 1:3.79630 | 2:5.24562 | 3:6.00876
 7659 train 1:3.37720 | 2:4.78682 | 3:5.58473
 7660 train 1:3.53554 | 2:4.92759 | 3:5.71748
 7661 train 1:3.53661 | 2:4.99487 | 3:5.80287
 7662 train 1:3.54343 | 2:4.93723 | 3:5.71132
 7663 train 1:3.62819 | 2:5.11325 | 3:5.95363
 7664 train 1:3.54912 | 2:5.02216 | 3:5.84142
 7665 train 1:3.60004 | 2:5.07427 | 3:5.86034
 7666 train 1:3.53592 | 2:4.98203 | 3:5.76660
 7667 train 1:3.54798 | 2:4.98122 | 3:5.79159
 7668 train 1:3.51162 | 2:4.89650 | 3:5.64139
 7669 train 1:3.27735 | 2:4.72276 | 3:5.56716
 7670 train 1:3.25695 | 2:4.52695 | 3:5.31025
 7671 train 1:3.55109 | 2:4.98354 | 3:5.78326
 7672 train 1:3.56803 | 2:5.01532 | 3:5.80454
 7673 train 1:3.44195 | 2:4.86134 | 3:5.64572
 7674 train 1:3.46997 | 2:4.83060 | 3:5.62457
 7675 train 1:3.30531 | 2:4.76023 | 3:5.59718
 7676 train 1:3.67899 | 2:5.14862 | 3:5.95725
 7677 train 1:3.62330 | 2:5.00811 | 3:5.76366
 7678 train 1:3.37230 | 2:4.74670 | 3:5.55452
 7679 train 1:3.68953 | 2:5.12948 | 3:5.89261
 7680 train 1:3.56761 | 2:5.03683 | 3:5.84548
 7681 train 1:3.42452 | 2:4.87408 | 3:5.67566
 7682 train 1:3.35012 | 2:4.72872 | 3:5.52718
 7683 train 1:3.47016 | 2:4.93521 | 3:5.76362
 7684 train 1:3.55804 | 2:5.02678 | 3:5.84458
 7685 train 1:3.40784 | 2:4.85680 | 3:5.68971
 7686 train 1:3.39312 | 2:4.82901 | 3:5.63066
 7687 train 1:3.74820 | 2:5.19968 | 3:5.94872
 7688 train 1:3.34249 | 2:4.76040 | 3:5.57164
 7689 train 1:3.60130 | 2:5.10769 | 3:5.96061
 7690 train 1:3.47714 | 2:4.91662 | 3:5.73897
 7691 train 1:3.45040 | 2:4.83509 | 3:5.62287
 7692 train 1:3.63363 | 2:5.10600 | 3:5.84894
 7693 train 1:3.57111 | 2:4.94716 | 3:5.68982
 7694 train 1:3.50287 | 2:4.83500 | 3:5.58766
 7695 train 1:3.52980 | 2:5.01931 | 3:5.81742
 7696 train 1:3.44455 | 2:4.88793 | 3:5.71735
 7697 train 1:3.67226 | 2:5.03895 | 3:5.82654
 7698 train 1:3.29065 | 2:4.71720 | 3:5.56557
 7699 train 1:3.37361 | 2:4.85844 | 3:5.67536
 7700 train 1:3.36799 | 2:4.75681 | 3:5.54862
 7701 train 1:3.41028 | 2:4.88929 | 3:5.73806
 7702 train 1:3.46875 | 2:4.86309 | 3:5.63318
 7703 train 1:3.61933 | 2:5.10763 | 3:5.91300
 7704 train 1:3.55163 | 2:5.02640 | 3:5.87466
 7705 train 1:3.34383 | 2:4.69247 | 3:5.51417
 7706 train 1:3.32964 | 2:4.75422 | 3:5.58011
 7707 train 1:3.49914 | 2:4.95451 | 3:5.76676
 7708 train 1:3.42292 | 2:4.86630 | 3:5.66573
 7709 train 1:3.34711 | 2:4.74517 | 3:5.55611
 7710 train 1:3.44440 | 2:4.91870 | 3:5.77037
 7711 train 1:3.28624 | 2:4.75186 | 3:5.64304
 7712 train 1:3.45689 | 2:4.72209 | 3:5.48684
 7713 train 1:3.71734 | 2:5.07793 | 3:5.89115
 7714 train 1:3.40198 | 2:4.76219 | 3:5.55460
 7715 train 1:3.55475 | 2:5.01136 | 3:5.79730
 7716 train 1:3.41806 | 2:4.81763 | 3:5.62335
 7717 train 1:3.32067 | 2:4.75240 | 3:5.60204
 7718 train 1:3.45483 | 2:4.81464 | 3:5.55122
 7719 train 1:3.42595 | 2:4.90047 | 3:5.74933
 7720 train 1:3.70460 | 2:5.22303 | 3:6.01656
 7721 train 1:3.49028 | 2:4.94866 | 3:5.75726
 7722 train 1:3.32746 | 2:4.72116 | 3:5.54310
 7723 train 1:3.73746 | 2:5.18859 | 3:5.98346
 7724 train 1:3.52560 | 2:4.94084 | 3:5.75101
 7725 train 1:3.49822 | 2:4.82183 | 3:5.58524
 7726 train 1:3.62683 | 2:5.09044 | 3:5.91229
 7727 train 1:3.41843 | 2:4.77786 | 3:5.48832
 7728 train 1:3.37185 | 2:4.80444 | 3:5.62263
 7729 train 1:3.73852 | 2:5.14500 | 3:5.87533
 7730 train 1:3.20595 | 2:4.57582 | 3:5.38294
 7731 train 1:3.77833 | 2:5.27901 | 3:6.04240
 7732 train 1:3.38022 | 2:4.86204 | 3:5.70818
 7733 train 1:3.51547 | 2:4.88828 | 3:5.67123
 7734 train 1:3.42464 | 2:4.90189 | 3:5.74631
 7735 train 1:3.42184 | 2:4.85391 | 3:5.66539
 7736 train 1:3.46101 | 2:4.91592 | 3:5.73899
 7737 train 1:3.48404 | 2:4.93268 | 3:5.74342
 7738 train 1:3.56513 | 2:4.92829 | 3:5.68554
 7739 train 1:3.49524 | 2:4.96370 | 3:5.75529
 7740 train 1:3.76264 | 2:5.21344 | 3:5.95655
 7741 train 1:3.51249 | 2:4.94911 | 3:5.75020
 7742 train 1:3.84203 | 2:5.30029 | 3:6.06164
 7743 train 1:3.69978 | 2:5.17659 | 3:5.98657
 7744 train 1:3.72079 | 2:5.16207 | 3:5.94285
 7745 train 1:3.37948 | 2:4.72783 | 3:5.50624
 7746 train 1:3.51983 | 2:4.95051 | 3:5.74912
 7747 train 1:3.57684 | 2:4.99579 | 3:5.75564
 7748 train 1:3.41320 | 2:4.86208 | 3:5.66869
 7749 train 1:3.96071 | 2:5.42896 | 3:6.17319
 7750 val 1:3.43774 | 2:4.81407 | 3:5.64003
 7750 train 1:3.57300 | 2:4.99203 | 3:5.78462
 7751 train 1:3.32138 | 2:4.73466 | 3:5.56459
 7752 train 1:3.28175 | 2:4.55771 | 3:5.31369
 7753 train 1:3.61352 | 2:5.06773 | 3:5.86469
 7754 train 1:3.38636 | 2:4.66357 | 3:5.38721
 7755 train 1:3.61704 | 2:5.01067 | 3:5.75268
 7756 train 1:3.41170 | 2:4.80679 | 3:5.59183
 7757 train 1:3.48480 | 2:4.87899 | 3:5.66104
 7758 train 1:3.33979 | 2:4.72985 | 3:5.55667
 7759 train 1:3.22545 | 2:4.66097 | 3:5.51714
 7760 train 1:3.38387 | 2:4.80777 | 3:5.58940
 7761 train 1:3.45707 | 2:4.91296 | 3:5.72211
 7762 train 1:3.50131 | 2:4.95642 | 3:5.76605
 7763 train 1:3.53233 | 2:4.96534 | 3:5.74390
 7764 train 1:3.56729 | 2:5.01275 | 3:5.81354
 7765 train 1:3.35980 | 2:4.74861 | 3:5.56639
 7766 train 1:3.45471 | 2:4.90625 | 3:5.72837
 7767 train 1:3.83229 | 2:5.36417 | 3:6.16566
 7768 train 1:3.53117 | 2:4.97735 | 3:5.76925
 7769 train 1:3.37422 | 2:4.81219 | 3:5.66045
 7770 train 1:3.68291 | 2:5.14964 | 3:5.96680
 7771 train 1:3.43124 | 2:4.84468 | 3:5.64948
 7772 train 1:3.44811 | 2:4.88471 | 3:5.67761
 7773 train 1:3.38000 | 2:4.76855 | 3:5.54358
 7774 train 1:3.28166 | 2:4.66599 | 3:5.47495
 7775 train 1:3.66683 | 2:5.13874 | 3:5.92627
 7776 train 1:3.91200 | 2:5.32660 | 3:6.01636
 7777 train 1:3.50186 | 2:4.93839 | 3:5.74842
 7778 train 1:3.30911 | 2:4.67253 | 3:5.45154
 7779 train 1:3.76721 | 2:5.27374 | 3:6.06523
 7780 train 1:3.67725 | 2:5.13166 | 3:5.88369
 7781 train 1:3.59999 | 2:5.04973 | 3:5.85363
 7782 train 1:3.74829 | 2:5.18993 | 3:5.97437
 7783 train 1:3.22426 | 2:4.62806 | 3:5.44617
 7784 train 1:3.57215 | 2:4.84400 | 3:5.53834
 7785 train 1:3.96126 | 2:5.48830 | 3:6.28314
 7786 train 1:3.53783 | 2:4.91703 | 3:5.67083
 7787 train 1:3.21708 | 2:4.49873 | 3:5.30846
 7788 train 1:3.61167 | 2:5.04303 | 3:5.84218
 7789 train 1:3.34577 | 2:4.68853 | 3:5.44214
 7790 train 1:3.28006 | 2:4.72044 | 3:5.55440
 7791 train 1:3.41522 | 2:4.80205 | 3:5.61707
 7792 train 1:3.33471 | 2:4.71943 | 3:5.54142
 7793 train 1:3.61779 | 2:5.03340 | 3:5.82634
 7794 train 1:3.51139 | 2:4.89791 | 3:5.68758
 7795 train 1:3.43207 | 2:4.86950 | 3:5.69206
 7796 train 1:3.15937 | 2:4.53404 | 3:5.34960
 7797 train 1:3.41695 | 2:4.82186 | 3:5.62510
 7798 train 1:3.54042 | 2:4.89858 | 3:5.62926
 7799 train 1:3.37190 | 2:4.77806 | 3:5.58245
 7800 train 1:3.35628 | 2:4.80762 | 3:5.65436
 7801 train 1:3.48265 | 2:4.89274 | 3:5.69188
 7802 train 1:3.50592 | 2:4.97316 | 3:5.78581
 7803 train 1:3.57314 | 2:5.06881 | 3:5.89074
 7804 train 1:3.64123 | 2:5.05504 | 3:5.84287
 7805 train 1:3.23051 | 2:4.63399 | 3:5.45111
 7806 train 1:3.58745 | 2:4.99040 | 3:5.74790
 7807 train 1:3.68632 | 2:5.08852 | 3:5.85439
 7808 train 1:3.26577 | 2:4.78569 | 3:5.69753
 7809 train 1:3.50745 | 2:4.99512 | 3:5.83287
 7810 train 1:3.83192 | 2:5.22763 | 3:5.93627
 7811 train 1:3.46604 | 2:4.91940 | 3:5.75264
 7812 train 1:3.40587 | 2:4.85114 | 3:5.66356
 7813 train 1:3.37431 | 2:4.72572 | 3:5.49666
 7814 train 1:3.65810 | 2:5.14724 | 3:5.92579
 7815 train 1:3.51580 | 2:4.96413 | 3:5.78865
 7816 train 1:3.49027 | 2:4.94103 | 3:5.73198
 7817 train 1:3.77807 | 2:5.24451 | 3:5.98601
 7818 train 1:3.56829 | 2:4.99976 | 3:5.77803
 7819 train 1:3.57808 | 2:5.06007 | 3:5.86177
 7820 train 1:3.51321 | 2:4.89438 | 3:5.65070
 7821 train 1:3.56337 | 2:4.99241 | 3:5.77986
 7822 train 1:3.44957 | 2:4.87773 | 3:5.69020
 7823 train 1:3.31722 | 2:4.74207 | 3:5.55013
 7824 train 1:3.02989 | 2:4.37234 | 3:5.23517
 7825 train 1:3.52495 | 2:4.97234 | 3:5.78953
 7826 train 1:3.39326 | 2:4.77026 | 3:5.57026
 7827 train 1:3.27939 | 2:4.65661 | 3:5.46106
 7828 train 1:3.34443 | 2:4.77618 | 3:5.60990
 7829 train 1:3.39664 | 2:4.80144 | 3:5.62297
 7830 train 1:3.08847 | 2:4.46644 | 3:5.28727
 7831 train 1:3.69654 | 2:5.18570 | 3:5.97630
 7832 train 1:3.52417 | 2:4.95373 | 3:5.74648
 7833 train 1:3.40642 | 2:4.87096 | 3:5.72080
 7834 train 1:3.52011 | 2:4.97591 | 3:5.78594
 7835 train 1:3.43001 | 2:4.84885 | 3:5.64529
 7836 train 1:3.52463 | 2:4.99854 | 3:5.83240
 7837 train 1:3.38757 | 2:4.85218 | 3:5.68026
 7838 train 1:3.41133 | 2:4.81927 | 3:5.64689
 7839 train 1:3.23876 | 2:4.64298 | 3:5.46163
 7840 train 1:3.46668 | 2:4.85136 | 3:5.60329
 7841 train 1:3.46187 | 2:4.96610 | 3:5.80864
 7842 train 1:3.63284 | 2:5.05748 | 3:5.82148
 7843 train 1:3.45235 | 2:4.89246 | 3:5.70688
 7844 train 1:3.67967 | 2:5.05837 | 3:5.80143
 7845 train 1:3.29902 | 2:4.72044 | 3:5.52578
 7846 train 1:3.50596 | 2:4.91561 | 3:5.69775
 7847 train 1:3.35503 | 2:4.79581 | 3:5.61449
 7848 train 1:3.64496 | 2:5.10358 | 3:5.91328
 7849 train 1:3.41217 | 2:4.81544 | 3:5.59736
 7850 train 1:3.46824 | 2:4.91465 | 3:5.74734
 7851 train 1:3.46794 | 2:4.89029 | 3:5.69898
 7852 train 1:3.81717 | 2:5.14164 | 3:5.81074
 7853 train 1:3.69790 | 2:5.10692 | 3:5.85376
 7854 train 1:3.43129 | 2:4.84066 | 3:5.65754
 7855 train 1:3.58994 | 2:5.01450 | 3:5.78433
 7856 train 1:3.44681 | 2:4.90944 | 3:5.76286
 7857 train 1:3.55910 | 2:4.93683 | 3:5.70511
 7858 train 1:3.43787 | 2:4.80193 | 3:5.56843
 7859 train 1:3.59055 | 2:5.04577 | 3:5.82246
 7860 train 1:3.45366 | 2:4.85546 | 3:5.62909
 7861 train 1:3.48328 | 2:4.95182 | 3:5.78662
 7862 train 1:3.50148 | 2:4.92949 | 3:5.71640
 7863 train 1:3.61878 | 2:5.05058 | 3:5.80760
 7864 train 1:3.63314 | 2:5.02173 | 3:5.78381
 7865 train 1:3.60731 | 2:5.10146 | 3:5.93702
 7866 train 1:3.63004 | 2:5.07668 | 3:5.89003
 7867 train 1:3.49941 | 2:4.92542 | 3:5.77036
 7868 train 1:3.38639 | 2:4.83527 | 3:5.69163
 7869 train 1:3.34028 | 2:4.76227 | 3:5.56573
 7870 train 1:3.38373 | 2:4.76829 | 3:5.59860
 7871 train 1:3.41629 | 2:4.83148 | 3:5.64142
 7872 train 1:3.50686 | 2:4.97227 | 3:5.75935
 7873 train 1:3.52884 | 2:5.01209 | 3:5.83689
 7874 train 1:3.51548 | 2:4.99466 | 3:5.83252
 7875 train 1:3.47065 | 2:4.89321 | 3:5.69848
 7876 train 1:3.60254 | 2:4.99563 | 3:5.76916
 7877 train 1:3.47103 | 2:4.91544 | 3:5.71514
 7878 train 1:3.47530 | 2:4.89846 | 3:5.70293
 7879 train 1:3.61740 | 2:5.05556 | 3:5.84955
 7880 train 1:3.43415 | 2:4.87606 | 3:5.69587
 7881 train 1:3.33380 | 2:4.73670 | 3:5.53867
 7882 train 1:3.60024 | 2:5.13276 | 3:5.92120
 7883 train 1:3.62564 | 2:5.03650 | 3:5.84333
 7884 train 1:3.57306 | 2:4.99828 | 3:5.80201
 7885 train 1:3.58161 | 2:4.93548 | 3:5.68265
 7886 train 1:3.56507 | 2:5.02400 | 3:5.84007
 7887 train 1:3.62542 | 2:5.10796 | 3:5.91668
 7888 train 1:3.44275 | 2:4.84676 | 3:5.62530
 7889 train 1:3.61691 | 2:5.08514 | 3:5.87905
 7890 train 1:3.57998 | 2:5.04665 | 3:5.85453
 7891 train 1:3.38146 | 2:4.79529 | 3:5.61562
 7892 train 1:3.83496 | 2:5.19770 | 3:5.96000
 7893 train 1:3.41401 | 2:4.86226 | 3:5.69192
 7894 train 1:3.48354 | 2:4.94167 | 3:5.76216
 7895 train 1:3.34321 | 2:4.71876 | 3:5.48887
 7896 train 1:3.58999 | 2:5.02097 | 3:5.82369
 7897 train 1:3.51221 | 2:4.91401 | 3:5.69423
 7898 train 1:3.49650 | 2:4.91632 | 3:5.70032
 7899 train 1:3.29538 | 2:4.66915 | 3:5.45954
 7900 train 1:3.69080 | 2:5.14945 | 3:5.95318
 7901 train 1:3.53826 | 2:5.03567 | 3:5.86640
 7902 train 1:3.76014 | 2:5.14198 | 3:5.91056
 7903 train 1:3.51297 | 2:4.93702 | 3:5.73451
 7904 train 1:3.45035 | 2:4.93604 | 3:5.77090
 7905 train 1:3.42035 | 2:4.86438 | 3:5.69078
 7906 train 1:3.29188 | 2:4.74816 | 3:5.59866
 7907 train 1:3.27730 | 2:4.70024 | 3:5.53120
 7908 train 1:3.52015 | 2:4.99327 | 3:5.84170
 7909 train 1:3.56281 | 2:5.01339 | 3:5.85694
 7910 train 1:3.23404 | 2:4.66176 | 3:5.49812
 7911 train 1:3.75316 | 2:5.27999 | 3:6.10894
 7912 train 1:3.51985 | 2:4.97527 | 3:5.81629
 7913 train 1:3.50330 | 2:4.90513 | 3:5.69427
 7914 train 1:3.55422 | 2:5.01952 | 3:5.82315
 7915 train 1:3.41964 | 2:4.82040 | 3:5.61441
 7916 train 1:3.53955 | 2:4.96119 | 3:5.75937
 7917 train 1:3.44072 | 2:4.87574 | 3:5.69943
 7918 train 1:3.87733 | 2:5.30906 | 3:6.05115
 7919 train 1:3.52227 | 2:4.93993 | 3:5.72655
 7920 train 1:3.42798 | 2:4.86042 | 3:5.66274
 7921 train 1:3.44367 | 2:4.82216 | 3:5.61298
 7922 train 1:3.66324 | 2:5.05686 | 3:5.82130
 7923 train 1:3.43675 | 2:4.86991 | 3:5.67339
 7924 train 1:3.59382 | 2:5.05847 | 3:5.85478
 7925 train 1:3.18768 | 2:4.62574 | 3:5.50390
 7926 train 1:3.40490 | 2:4.87702 | 3:5.70699
 7927 train 1:3.48683 | 2:4.92229 | 3:5.74839
 7928 train 1:3.63626 | 2:5.09092 | 3:5.89509
 7929 train 1:3.51574 | 2:4.93342 | 3:5.72595
 7930 train 1:3.58861 | 2:4.96847 | 3:5.70501
 7931 train 1:3.47811 | 2:4.90556 | 3:5.67917
 7932 train 1:3.36032 | 2:4.79200 | 3:5.64381
 7933 train 1:3.30016 | 2:4.71125 | 3:5.55117
 7934 train 1:3.25519 | 2:4.60179 | 3:5.39106
 7935 train 1:3.35750 | 2:4.78616 | 3:5.62155
 7936 train 1:3.77764 | 2:5.24119 | 3:5.98188
 7937 train 1:3.44925 | 2:4.86644 | 3:5.67163
 7938 train 1:3.39693 | 2:4.85364 | 3:5.68777
 7939 train 1:3.39620 | 2:4.84641 | 3:5.70176
 7940 train 1:3.59889 | 2:5.08294 | 3:5.90822
 7941 train 1:3.36927 | 2:4.76262 | 3:5.60361
 7942 train 1:3.63001 | 2:5.08137 | 3:5.88214
 7943 train 1:3.35889 | 2:4.76913 | 3:5.57165
 7944 train 1:3.61298 | 2:5.04749 | 3:5.84321
 7945 train 1:3.86840 | 2:5.22468 | 3:5.92928
 7946 train 1:3.65918 | 2:5.12988 | 3:5.92709
 7947 train 1:3.71971 | 2:5.15582 | 3:5.93445
 7948 train 1:3.55742 | 2:5.02319 | 3:5.84594
 7949 train 1:3.71500 | 2:5.15175 | 3:5.93768
 7950 train 1:3.47522 | 2:4.92301 | 3:5.74225
 7951 train 1:3.50191 | 2:4.93598 | 3:5.72675
 7952 train 1:3.56976 | 2:5.03637 | 3:5.83195
 7953 train 1:3.51257 | 2:4.96923 | 3:5.78271
 7954 train 1:3.38234 | 2:4.81700 | 3:5.60929
 7955 train 1:3.60983 | 2:5.06593 | 3:5.86953
 7956 train 1:3.63049 | 2:5.09286 | 3:5.87103
 7957 train 1:3.53853 | 2:5.12785 | 3:5.94477
 7958 train 1:3.84306 | 2:5.30046 | 3:6.03673
 7959 train 1:3.35307 | 2:4.76578 | 3:5.58645
 7960 train 1:3.40938 | 2:4.85321 | 3:5.68735
 7961 train 1:3.25128 | 2:4.66711 | 3:5.50019
 7962 train 1:3.61317 | 2:5.05822 | 3:5.86447
 7963 train 1:3.48015 | 2:4.85475 | 3:5.66050
 7964 train 1:3.44319 | 2:4.86456 | 3:5.66355
 7965 train 1:3.46586 | 2:4.77911 | 3:5.54035
 7966 train 1:3.45598 | 2:4.80298 | 3:5.57937
 7967 train 1:3.49995 | 2:4.99096 | 3:5.81580
 7968 train 1:3.36316 | 2:4.79313 | 3:5.63491
 7969 train 1:3.49731 | 2:4.85718 | 3:5.62906
 7970 train 1:3.49443 | 2:4.86639 | 3:5.61611
 7971 train 1:3.40069 | 2:4.82866 | 3:5.63966
 7972 train 1:3.73628 | 2:5.20690 | 3:6.01208
 7973 train 1:3.51825 | 2:5.00728 | 3:5.82841
 7974 train 1:3.22739 | 2:4.61435 | 3:5.46154
 7975 train 1:3.45135 | 2:4.96223 | 3:5.78092
 7976 train 1:3.20841 | 2:4.64242 | 3:5.48855
 7977 train 1:3.30473 | 2:4.73280 | 3:5.54974
 7978 train 1:3.42895 | 2:4.85239 | 3:5.64617
 7979 train 1:3.43477 | 2:4.88986 | 3:5.73266
 7980 train 1:3.80202 | 2:5.23228 | 3:5.99437
 7981 train 1:3.29830 | 2:4.71910 | 3:5.54385
 7982 train 1:4.18797 | 2:5.61659 | 3:6.24439
 7983 train 1:3.49926 | 2:4.94712 | 3:5.75882
 7984 train 1:3.75920 | 2:5.25113 | 3:6.00316
 7985 train 1:3.55463 | 2:5.05206 | 3:5.86038
 7986 train 1:3.61934 | 2:5.02197 | 3:5.77987
 7987 train 1:3.49751 | 2:4.90064 | 3:5.72053
 7988 train 1:3.51538 | 2:4.92645 | 3:5.70007
 7989 train 1:3.44029 | 2:4.79250 | 3:5.55097
 7990 train 1:3.54018 | 2:4.94929 | 3:5.72531
 7991 train 1:3.65422 | 2:5.01289 | 3:5.75677
 7992 train 1:3.61168 | 2:5.00940 | 3:5.76578
 7993 train 1:3.46054 | 2:4.88044 | 3:5.67882
 7994 train 1:3.49299 | 2:4.85521 | 3:5.66242
 7995 train 1:3.73495 | 2:5.24468 | 3:6.04671
 7996 train 1:3.50551 | 2:4.91572 | 3:5.69607
 7997 train 1:3.45172 | 2:4.87333 | 3:5.66565
 7998 train 1:3.57826 | 2:4.96553 | 3:5.73908
 7999 train 1:3.36900 | 2:4.73929 | 3:5.51542
 8000 val 1:3.42524 | 2:4.80608 | 3:5.63391
 8000 train 1:3.49938 | 2:4.92670 | 3:5.72324
 8001 train 1:3.52303 | 2:4.92953 | 3:5.71183
 8002 train 1:3.51119 | 2:4.92980 | 3:5.74215
 8003 train 1:3.37934 | 2:4.80333 | 3:5.60007
 8004 train 1:3.37037 | 2:4.80339 | 3:5.62516
 8005 train 1:3.47329 | 2:4.86699 | 3:5.65233
 8006 train 1:3.76045 | 2:5.19277 | 3:5.97221
 8007 train 1:3.53128 | 2:4.96021 | 3:5.75129
 8008 train 1:3.56187 | 2:4.94230 | 3:5.67653
 8009 train 1:3.50315 | 2:4.96784 | 3:5.79887
 8010 train 1:3.39254 | 2:4.83442 | 3:5.66791
 8011 train 1:3.55267 | 2:5.00951 | 3:5.79641
 8012 train 1:3.44114 | 2:4.88946 | 3:5.72242
 8013 train 1:3.46178 | 2:4.90474 | 3:5.69409
 8014 train 1:3.38838 | 2:4.82595 | 3:5.65042
 8015 train 1:3.57715 | 2:5.05044 | 3:5.86509
 8016 train 1:3.67334 | 2:5.11656 | 3:5.87055
 8017 train 1:3.53836 | 2:4.99560 | 3:5.82257
 8018 train 1:3.65086 | 2:5.10993 | 3:5.90969
 8019 train 1:3.42122 | 2:4.84755 | 3:5.67359
 8020 train 1:3.62379 | 2:4.96863 | 3:5.69054
 8021 train 1:3.46887 | 2:4.88849 | 3:5.69967
 8022 train 1:3.29355 | 2:4.72394 | 3:5.56424
 8023 train 1:3.59500 | 2:5.06675 | 3:5.86718
 8024 train 1:3.46473 | 2:4.86654 | 3:5.63896
 8025 train 1:3.31046 | 2:4.67098 | 3:5.43720
 8026 train 1:3.58758 | 2:4.97336 | 3:5.74785
 8027 train 1:3.29908 | 2:4.69722 | 3:5.51997
 8028 train 1:3.57840 | 2:5.01078 | 3:5.80406
 8029 train 1:3.35986 | 2:4.78629 | 3:5.62468
 8030 train 1:3.48844 | 2:4.94421 | 3:5.75593
 8031 train 1:3.56287 | 2:5.00727 | 3:5.81472
 8032 train 1:3.38749 | 2:4.81568 | 3:5.63912
 8033 train 1:3.42112 | 2:4.83126 | 3:5.63241
 8034 train 1:3.82895 | 2:5.24372 | 3:5.98169
 8035 train 1:3.51411 | 2:4.98496 | 3:5.77242
 8036 train 1:3.46088 | 2:4.86791 | 3:5.66469
 8037 train 1:3.66992 | 2:5.20361 | 3:6.00541
 8038 train 1:3.39058 | 2:4.84776 | 3:5.67085
 8039 train 1:3.62717 | 2:5.13255 | 3:5.93319
 8040 train 1:3.53273 | 2:4.94154 | 3:5.74404
